Image Name,Extracted Text
111.jpeg,"*The % Daily. Value (DV) tells you how much a nutrient in
a serving of food contributes to a dally diet. 2,000 calories
a day is used for genera

> F ingreDIENTS: PORK RINDS, SALT, S:'c
TORULA YEAST, TOMATO BSWDER

| nutrition advice.

DB) DextROse, YEAST EXTRACT
af POWDER HYDRC:... D CORN SS OTEIN.
£ OY N OIL, EXTRACTIVE OF PAPRIKA
(COLOR), SPICES SPICE EXTRACTIVES,

CITRIC ACID

 
"
63.jpeg,"rOlyunsaturated Fat 2g
Monounsaturated Fat 19 0%
Cholesterol 0™g ,
11%

Sodium 250mg_________—
Total Carbohydrate 229 8%

“DietaryFiber1g CB
Total Sugars 2g

g_Inclies 1g Added Sugary ~

Protein 29

   
   
     
       
    
   
   
    
  
   

a ee 2
Calcium 10mg 0%
ee SLU CK

Iron 0.3mg 0%
Potassium 220mg 4%

  
        
 
 

  

* The % Dai
in eae Ne (DV) tells you how much a nutrient
calories a q Of 100d contributes to a daily diet. 2,000
ay IS used for general nutrition advice.

TU ENTS: DRIED POTATOES, CORN STARGH, CORN OIL

USAR, MALTODENT ! SOY LECITHIN
DEXTROS RIN (MADE FROM CORN), SALT THIN,
: ENTRATE, 0
POWDER, HEY, WHEY PROTEIN oe DULTURES ION

ER, CHEDD E
ENZIMg) RODAR CHEESE (MILK, CHEN cierop aU
cue py McWosoniUM GLUTAMATE AC ei H

      
      

    
  
  
 

  

UTURES, SALT, ENZYMES
ul"" Ln LOH As GA wn
| DA i woth,
Arie Alo DISODIUM NOSNAE, 9S SMG "" mE

7 \TAINS MILK AND SOY INGR cai

FR)+, +
PL O-LAY, INC. a
2.NO, Tx 75024-4997 9 =
D922 FRITO-LAY

4 AMERICA, INC.

   

  
"
104.jpeg,"g-} }}22 40
voneusioser | sett JO} 3494 UPIS

‘ONI ‘VOIMAWY HLYON Av7-0 see

660b-p20G7 yo

me KL ‘ON 7
UNI ATO |

‘SUOAVTS J |
OM ‘LTvS WhissyL VUNLYN CNY

43M
Od NISLOYd NY Qq
ASOULXAG “LWWVLNTS Hn) 00 GaZA

1Oudhy

‘IGOSONOW ‘y3d
HVONS ‘IT¥S ‘NHOD Wouy 3qyy) niuLage
(110 YaMOTINAS YO/GNY ‘nyagAOS lug
‘VIONV9) 110 478V1393\ SIOLVLO0d SLNIIG3L!9)

‘SOIADR Ug
| Aep ® Selojeo ogiq‘ - HUINU felau96
0 aS Bul juelynu ® yon a tS ger a % poo,
re mC % OU)
7G #9

|019}S9/0y4

-— SU
=

nm
-
= “wwa

®

c
a
-

 

0) |
"
54.jpeg,"aii, by IE RA) = oO an
ee 7 ee Yb a Pd A y Vs ari
——— ba MAING ¢

Nutrition F
Servings
Serving i. r Container

2 squares (35g)
Or
Calories 170
se

%D il V *
Total Fat 10g —_

  
 
    
   
 

  

THE G MIRARDELL pe Ne
FR ARDELL DIFFERENC;
OM BEAN TO BAR oe

   

  

  
 
 

 

  
     
 
      
   
    
   
   
   
    
  

13%
Saturated Fat 6g 30%
Trans Fat Og

Cholesterol 5mg 2% |

Sodium 50mg 2% |

Total Carbohydrate 21g 8% |

Dietary Fiber <1g 4% :
Total Sugars 19g

  
   
   
    
   
  

 
 
  

J ee
Includes 16g Added Sugars 32%
Protein 2g

OUR COMMITMENT
TO ULTIMATE QUALITY

  
  
   
 

Vit. D Omcg 0% ¢ Calcium 50mg 4%
lron0.2mg 0% — Potas. 105mg 2%
| Si ETI

* The % Daily Value tells you how much a nutrient in
a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.

Ingredients: Sugar, whole milk powder, cocoa
butter, corn syrup, unsweetened chocolate, sweetened

condensed milk (milk, sugar), palm oil, butter (cream,

salt), sodium citrate, soy lecithin, natural flavor,

extracts of oregano, flaxseed, plum, and green tea (to *

preserve freshness), salt, vanilla extract. nike
in tee nuts 2

May contain tree nu M7599 PY LLe \

Manufactured by
Ghirardelli Chocolate Company,

San Leandro, CA 94578, U.S.A.
©2022 GCC. GCC# 40002053 ey

please £8 recycle 57a

FOR MORE INFORMATION
ABOUT OUR INGREDIENTS
AND SUSTAINABLE
SOURCING VISIT

    
  
 
 
 

 

 
   
     
   
   
    
    

Best Before:

         
  
 
"
59.jpeg," 
 

 

  
  

porta! 2
saturated Fat 19

""Trans Fat 0g
Cholesterol 3mg jonni
Sodium 125mg 1%
Total Carbohydrate 29,
Dietary Fiber 19 7%
Total Sugars 14g 3%

Protein 29

Not a significant source of cholesterol, vitarj
calcium, iron, and potassium si

"" The % Daily Value (DV) tell
; Ss you how muc . :

a ae of food contributes to a daily fone

a Gay is used for general nutrition advice. ee

INGREDIENTS: CORN SYRUP. SUGAR

» SUGAR, BUTTER (Mi

BaANG (500k, a WATER, PECANS, cea
: N SEED (WITH PUMPKIN

AND/OR COCONUT. y -

MADE IN A FACILITY THAT MAY ALSO PROCESS
NUTS, PEANUTS, EGGS, MILK, AND SOY. MAY
CONTAIN CHEWY OR HARD CANDY.

STORAGE: KEEP SEALED AND STORE ie
AND DRY PLACE. CONSUME AFTER O R OPEN

ANDERSEN’S CRAZY CANDY 54008
1261 $ 650 W FARMINGTON miso isa
Ene ouceTiONS OR COMM

  
     
     
   
   
   
   
     
    
  
"
92.jpeg,"     

3 ‘
: oar weag’ SSO ROL, (zozm : GtZz99 Baer 311 SPURIg S
Sh SLN9igqygy) 0004 O2U3ANIONZOIG SNIVING, | AVAHAA‘AOS Snag

Vag INNINVEN) ¥O109 WAD 3sorAIyZ9 wag uyOo “SAWAZNA ‘IDV SULID 'NIULX3O '3SOULKIO hg ,
NO/qget@ye WNIA0S JLVGHOS Wriggyigg ‘aay INOS) AALWABASAd 'NIHLIOA) AOS “LVS “SAVHdigY nan
ONy gar Wed 291 VOOS ONIYe ‘auyngsoHdOUAd ClOV WAIDOS ‘MOAYIY IVIDISILYY ONY TWHOIy *gaqraadkI9I0
Ny

Noig yNOld AVS Q3LIWIIA “WW AvO LWAINON 'NIHIDAID 'TIWYIV HLIM G3SS390¥d VO909 'SS3T 0 At SNIVINGI
‘t

          
     

 

\e2atas NO VANWIN Wivd C3IVNISOWOAH “WO Wivd “WIV “(OISY OM0d 'NIAVIIOGIY 'JIVULIRONOW INIWVIHL
SAQTNGAY WO ANS NS SHOWS 'NIOVIN NOTA AITHVE GILT ‘HNOIE LWIHM) UNO OIHIIYN ‘¥¥INS ‘SINFIOIYIN:

%~om Suv ing P@PPW Bez
= zs “BOE Riareias

 
"
85.jpeg,"ONI WOR Pages 3

BSH

Ss yy
‘ITVS WNISSWLOd ‘NIZLOUd NYC an oh:
hiner FIVINVINTD WNIGOSONOW ‘H3GMOd NOINO ie
‘yv9nS ‘L1¥S (NHOO WOH4 JCVIN) NIHLX4d0LWW hao
‘(10 YAMOTINNS HO/GNY ‘NY3GA0S ‘NHO9
‘YVIONVO) 110 FIGVIS9IN 'SIOLVLOd ‘SLN3IGAYOM

‘@OIAP UONLINU /eeueb

Jo pasn si Aep~ set40e0 000'Z ‘Jelp Ajrep @ 0} SeynquqLUa9 poo)
0 Buyues 2 UL” .alJJNU B YON MOY NOA sje} (Aq) ones % OUL
a,
%G 1969 6) uIulel|A

%G} 6W006|%9 Swope winisse}0d

9 Buy |%¢ Buco}

0 _ Buozlyo Sigh] MIPS
Howdgd (9,9 Bowo qd UIWEl!A

‘a = wiajodd
""| me
se
—— sre6ns [20
aged
eg 0h
junio

 

      

 

     
"
67.jpeg,"   
  

15%

| The % Daily Value (DV) tells you how much a nutrient in a serving of
| food contribu.es to a daily diet. 2,000 calories a day is used for
general nutrition advice.

INGREDIENTS: POTATOES, VEGETABLE OIL (CANOLA 4
CORN, SOYBEAN, AND/OR SUNFLOWER. z a
MALTODEXTRIN (MADE FROM CORN), SALT. SRISE e
ONION POWDER, MONOSODIUM GLUTAMATE T GARLIC |
HYDROLYZED CORN PROTEIN, POTASSIUM of; O°"" is
POWDER, AND NATURAL FLAVORS.

      
  
  

FRITO-LAY, INC.
© 2023 FRITO-LAY NORTH egg | 1n

    
"
86.jpeg,"  
    

   

ey AOVIML
Ae laSsJOWOJSN *|/EULy
pera’ ice 14 WEI
[Ff wai 009#
ees 1S so|6e}4 J ESL
4 ‘INI SHOWNS dvd
‘ag GALNdIdLSIG

uajpasbuj poo) pasoujGuadyg es:
STI -SNI¥: Me

ies ned OL PEPPY IlO YEaGog
| sayy puy ‘(exe7 G4 MOlI9;

uey; 8 7
waa): 2 WNIPOSIA * Yeursoyy
wniposig ~ “ONJOU] SJOAB) [Einjey

‘ee wnIpoS ePMOd SIHES joy,
sea, ‘JEPMOd UOIUD PIOW SUYND ayy,
‘ploy OIIEW ‘JS22QA PINMOL ‘EXUAEd soayoens
Q exuded ‘SJBWEINIS, WNIPOSOUY ‘seods
‘WES ‘ULIXEpOYeY WOD “SPE Ja02iq wns
Jeng) ONINOSWAS ‘(yeS “WRXOWNS
Jo/pue ueeqhog ‘wWoD ‘ejoued] [IO sie
S80}8}0d) SdIHOD OLWLOd : 3.LNSIGSYON

seuo[eo 000‘'2 7e/P

SOIADB UO 6 I
RuINU jesoUEB e 30) pesn sj Aep B oe syet ONE AEC

se
a) Poo jo Buyvles © U} yUeWNU B YonW MOY

winisse}0d

Ol

 
"
98.jpeg,"“SINJIGAYONI AOS ONY LVJHM ST
“pappe 10[09 “| anid ‘g MO||OA ‘Oh Ped “UlYy!09| Aos 40109 JOR yay h
‘youeysusoo ‘Wn6 WeUUEX '10|09 jeweled “INO|} Wu. MO|IOA “YOLe}S JeayAn POLI OW igag P
‘nioe outta ‘(ayeydsoud wnlojeoouoUu ‘ayeydsoudosAd pioe unIpos “epos Hulyed’ fignesll
‘soidde palip ‘Sieed palip ‘SQLLOQ\MeLIS Pal’ > [eS “UDIEIS AY JO SSB] 10 97 Shuoy

             

*

“INO|} Jeo paysee|q ‘wefins ‘(SSAUYySey) 40 OHI Uy ""IN ied

pue-weaghos ‘esouxep ‘dnaks wio9 asoyor) YOIY ‘dauks wi0d ‘(p19e dijo) ‘[uneyoqu) @ aie
Tern nn antolll WMD) +9 ujureyn ‘uodj paonpad_WjdelL ANO| yeoym) ANG) pauayuy :spipa/AK

  

— = IKOKOOR AE LAND SOW ""APS °
(quae ayo ot Dud 4 satrap ep ea sna | soupy pes ei a SY PSAs
y WORN ¢ i) WN 4 yp WWE, i buns umn BW"" aya anata] 0 yo ays 0,204 ST asd pynoo pul yoy Ajauaaye are UY,

es WAN o tf WUE) AY TRU sews AT Le
pas Dug NY HP - ""SS4NGOO9 ALSOUS LWHL AOPNA “£ “ea Sey

qo ECE | etirceimas om i vaste

NS (ECL Gorey Wesunhiod (Has): Be Se AuLeNl Nazaaud y 1228 Sng ATING

Rea qrysiey ty Uh yOYLS UO 'aZF YO “LV3H UO it. OL AY !
MEQ ROL Sb Og ed Ws

TWINS TLC OGRATRNOL

 
"
24.jpeg,"Photos here
"
41.jpeg,"     

Ingredients: Sugar
High Fructose Corn
Syrup, Palm Oil, Corn
Starch, Water. Contains
2% or less of: Salt, or: ttl
Monoglycerides, —_$—_§
Polysorbate 60, Sour
Cream (cream, nonfat Cool eset
milk, cultures), Sodium before frosts

    
    
    
    
       

    
 

 
 
 

lyyt 13 servings er container
vning size 2 thsp (339)

 
    
  

Instruction

  

   
  
  
  
  

 
  
 

% Dally Value* | Stear oy! Lactylate, ° Stir ron
ay 1% | Sodium Acid tae!

         
          
     
     
   
   
   
     
 
  

Pyrophosphate, Natural cra
Flavor, Citric Acid, frosting
Yellows 5 & 6. Freshness il
y | Preserved by Potassium  smlkerY”
Sorbate.

0% | CONTAINS MILK
INGREDIENTS: ;
g, INC»
ERAL MILLS SALE’
BEE POLE, vin 55440 ;
, ine
Contains Bioeng” 3
Food Ingredier mils
Learn more at ASK:
GLUTEN FREF
© General mills

saturated Fat 2.09 13%
Tans Fat 0

  
"
39.jpeg," 
  

 

—

hu i trition Facts
{ 85 servings perc Ontaina, |

ving size % tsp (24)

Ee Cs

 

   
  

 

Tota! Fat 0.59 _ 7 ; -—-- i

 
       

 
 

  
 

  

 

 

  

 
    

salu ated Fa Fat 0.5 g 7 4% ‘
Trans Fat Og] :

a palate A O

Chole sterol omg O%o| %
Sodit um 5mqg 0% :
Total Carbohydrate - mr 6% os
Total Sugars 0g __\

t

aa 0g Added Suga’sS 0%

   
   

 

   

rm ant source of polyunsaturated fat, + monounsaturat
er, vitamin D, calcium, Iron, and potassium

     

T= Store in a co

—
=

rm

MLR ‘ATE (A MILK DERIVATIVE) 5
WU ining RIDES DIPOTASSIUM PHO pul

ANN; oSILICATE, NATURAL AND ART yar VE
0 COLOR, CONTAINS: A MILK pen

Oa o 6
' O|
Dis TCe of lactose.

AR BUT,
LINGT Oy) BY NESTLE USA, INC.

NoRer VA 22209 USA

‘\f DiENT:
Q; DERIVED FROM A ai0EnGIne!

ar
“ales in the total U.S. powder”

 

. See bottom o

EN
IEG = ENTS: CORN SYRUP SOLID®, YORI eal
iid, Yt OL (COCONUT ANDIOR fp SOM
CASE), COYBEAN), AND LESS THAN, £ MONG. ol

iwaw iw AA
"
35.jpeg,"Artificial
0 ervatives”

te Tene a TOMATO PUREE. Wire
: ap ENRIC (WATER, ENRICHED ye
tion Fac 3 PT TAIN ig
MON }, RIBOFLAVIN (VITAMIN 2
i can (411g) ACID], WHEAT PROTEIN ISOLATE HEAT GLUE.
PHOSPHATE, LACTIC ACID], GLYCERYL WONOST:s247
veeyp_ Percontainer | MEATBALLS (PORK, CHICKEN, MECHANICAL! sE>ny
CHICKEN, BEEF, WATER, CRACKERMEAL (ENC
es 200 FLOUR (BLEACHED WHEAT FLOUR, NIACIN, RE
THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC
CONTAIN GUAR GUM], SOY PROTEIN CONCENT?
— ; tke oy | CARAMEL COLOR, FLAVORINGS, SOYBEAN dl
ma 008 WATER, HIGH FRUCTOSE CORN SYRUP, LESS
wn 2% | MODIFIED CORN STARCH, SALT, DEHYORA
20h loo 30% 30% | HYOROLYZED CORN AND WHEAT GLUTEN AND
~ lq CITRIC ACID, FLAVORINGS, ENZYME \ODIt
CE EE a cul
BY 40mg 12% | ENZYMES), WATER, SODIUM PHOSPHATE, XT
ugg | TO PRESE

Yh 449 18%

| | I I |
1] UL et
NS 4 1440049°

 
"
46.jpeg," 

 

477 Wetenniniomnanan

”

}

eqVyT:

        
"
75.jpeg," 

                               

 

  
        

g-t NE 410
erst AOS siay uws

ee |
falc lel

JOUWS
-9NI ‘y214aWV HLYON
| 7? AVT-OLIAS 8002 @
| o “is! 6600-92082 XI ‘ONVId
ae ‘INI AVT-OLISI
| -sinu 90d} Bujuse]u09 syjonpold

jeu uawajnba uo gpew :uoneuojuy ABsaiIy

om qason 994 ONY ‘WHIM ‘LANWd SNIVINOS

SiN 09 TAINED ONY YON 14 WIOLALLeY
iyguvls N4OO CISIGOW “ASOLONUA ‘Lvs “waos
onviv) ONINANVS | ‘9199 °ONIMO1104 SHLIO
92 NVHL SSI ONY ‘(ISSINHSSU4 SAWISSUd OL
pal HLINI 110 WIONVO ONY Vd) SNINSLHOHS
41aVL494A ANAS NHO9 ASOLONYS Hoh
‘yyONS ‘(GIOW DMO NINV 40814 “SIVeLINONOWN

  

 

NINVIHL ‘NOH! G30Ndse ‘NIOVIN 8NO14 LVSHM |

GSHOVa1e) HNOT GIHOlWNS ‘(gassvOW ‘IVS
‘TAO NWaGA0S HO/ONV ‘I3SNOLLOD Vionval
Wa1evi59S/A Ga IVNIDOUGAH YVONS ‘SL ANGId

  

po = Sasi

<a

OS | 1a

al

a

Qaliovwew) uas.040 tend :siNFlasyONt-&

+
&

7”

I a
""
ay

.

‘4

            
    
"
14.jpeg," 

 

 

 

 
 

 

 

Le

Zi

tld

ju0s
VN 56o}19y £702 6 ‘WL'®

9L06P IN ‘NPOID Beg
2 sajes BHojay Aq paynquysia

“SINSIOFHONI LVIHM SNIVINOD
JJeS OAR} {JEL JO Ssaj 10 542 sureW09
‘dnuds Jefins

WMO] WBNS ‘vedq }eayM ‘suisied
‘ROYM UleLH aou :syualparduy

tP PD B 0} SOPNQUIUCD POO} JO Huwies b U
B YONW MOY
asauedueyy
Jaddo9
luniuajas
wuz
wnisouiey
Smuoydsoug
UNdelN
WUNISSe}O4

anUIEemenetneedee eat aE

  

 

   

 

 
"
115.jpeg,"ite 31g Added Susars G1%™%

70mg 12% Protein 2g

» Calcium 4% @ Iron 10% ° Potassium 2% |
GIClUuiil F 7 ae fe

 

FAY PIDY Bail. Rh
a PP wie) TR 0 IS

IAN, PALM OIL, SA

ene : MQ

a\*T

'
Wi
"
4.jpeg,"vateoeanesen

[61006 10) pasn s) Aep & souojeo g00'z 1

Ajjep & 0} SeyNquIUOS POO} Jo BuIAJOS e Ui UEL
YON MOY NOK sif61 (AQ) OnIEA ANE % BU

%v Bugz} WUNISSE}Oq «
78 BUDO} WNIDIED + %O

We
HZ

a align

BOL sueBng jejo,

YL = i ss JU Ayo
mL ___ Be steupAyoqued jeioL

%L 6wW99| winIpos

%0 Pe _ Bw joraysajoy5

60 184 suesy

%0  —_—— Bye 4 peyeunjeg
te Oc'2 324 [POL

<enren Alle %

O61 sao0jey is

BulAjes Jag junowly FF

©] (Bos) yey9eq | = azis BulAlas Fe
ee Jaulejuos Jed sbulles 9

S}9e4 UO!}LI}NN

‘

papaau Se alk Bulyood ysnipy ‘Alen SaneMO.DI SUANIW 5-2
“SUANO AAEMOIDILL YEM-OTT YUM padojanap suonIaIG, nore

""JOU 9q }]IM SyUa}UO> pue Mog jNOLLNYD ?

""SOyNUILW $—Z 40} PUe}s 39] PUL “IBAOD ‘aM ANS “¢ ""uO
*(UIa}O4d 21}Xa 1OJ y]IW Bsn) JaJeM yoy dnd ¢/T ppy’z

: ‘\MOq eB OJ! S}UaJUOD AYdwy ‘T aes :

*SNOILDAYIC ONId3S3SLS JAtKOD Ie

: a]
« SPUOIIS Sp-0S 104 pases
ybiy Uo sAeMoJDIW UI JeaY ‘a4N}Xa} Paulsap UO paseg ‘py
THM ULis 8

PaUlqUo? }HUN INS “S| nuevo walvM
‘(ulajoid €4}X9 10J y]IW asn) Jayem dnd $/T ppy °Z dnd 6 adv
*|MOg 3JeS-BAPMOJDIL 0} SjUa}UOD ppe puke Uado jaxDed eal ‘T NX
*SNOILDAYIG SAVMOUSIW Yr

*|Le1} SY} UO JNO JO aUIOY ye 91,NOA TOYOYM
}uSuLYystnou jo ao1nos Hutjse}-}e015 e Wt axeut O} payoed-utejoid pue
$}€O pajjol ure16 3]04M Y}IM pajedd SI }eaUIReO ,NeIpoy ‘uoseei pooS
IO} HO} AVIUOTJ JO 9}IIOALJ © SEM JROW}EO ‘JUaTUaAUOD puke SulysUNoN

SSMNMLNAADV AVOAWAA
HO4 F1dVLS WaILNOUS V

SSNS NNN EC UCC

rf
4
Z
g
Gq
Z
g
Z
1g
i
g

SEO SOO SENSEI NAAR

OO

ANNAN NANNERL
COON

 
"
101.jpeg,"     
     

Gees a
27% Sodium 260mg

» pe
meat, Fat 109 50% Total Carb. 52 Ox,
) Fiber 1 i Wy
Polyunsat. Fat 3.5g Total Sugars 219.
wonouns:... Fat 6g incl. 279 Adge o .

choles 1g 0% ee ~~

Trans Fat 0

20 vitamin
om

‘ihe
Rig by

N, REDUCEDIRON, HAM MONDKTXE \

ye yy INGREDIENTS; ENRICHED BLEACHEDFLOUR (WH T FLOUR, MALTED BARLEY FLOUR, NIAC
SUGAR, WATER, PALM Olb, HIGh FRUCTOSE CORN SO ND oRLESS ‘OS

ra Bi], RBOFLAVIN NITAMIN B2, FOLIC ACID), SUGAR, WETES
AF EAM OF THE FOLLOWING: CINNAMON, YEAST, DEXTROSE, SOY GRITS, MODIFIED FOOD STARGH, SOY FE
TiaLNCEAIDES, SALT, WHEY, HONEY, CORN FLOUR, MOLASSES, NONFAT DRY VILK CORNSYRUB AGA EN Sa
pyAOPMUSPHATE, BAKING SODA) SOYBEAN OIL, PRESERVATIVES (CALCIUM PROPIONATE, POTASSIUM SORE SODIUM PROPION'TE,
SODIUM BENUQATE, METHYL AND PROFY PARABENS), NATURAL ANDARTIFIGIAL FLAVORS OS ar uDIM STEAROYL LACTYLATE:
DATEM,W! EAT SwgcH WHEAT GLUTEN, SPICES, CALCIUM SULFATE, CALC peu CORN STARCH, SODUM ALGINATE,

“CYSTEINE, DRIED EGGS.

LDSNP-14-01-F

TURME'IC, ANNATTOSNTHAN GUM, ASCORAIC ACID, ENZYMES, L-CYSTE
msi: COs WHENT, SOT EGS, MA, CONTANREPANS . a“
Ricco POON DOKI CSP Abe, IN 37319 ©2021

at INGREDIEN

 
"
131.jpeg,"ores wen PCOT/TT/L Aarsed EL78C O coe Spoor POCD AIML

Aos pure ‘euresas “Jeoum ATU
CLONTIVAA ‘N¥Oad ‘LONTHZVH ‘LNNO909 ‘MAHSVO

: : ‘sqnU 92} ‘sqnueed cassa0sd jeuy Aqptoey & UT Ope
“InN Tzvad ‘GNOWTY) S.LON STaL SNIV.INOD

|

|

lit

‘SINNT¥IMA SINNISZVH

‘SMSAHSVO ‘90345 NDAIN ‘SNvoad THOAV THN vy spans ‘110 INNODOD “INYNVS) SAIHD
WNYNVS ‘SLIN jizvua (9 MOTISA Suinsiev.laW SEvONS ‘gavdvd) VA¥d¥d azole (a.uInsWwV¥aAN
wniaos ‘AD¥ 31D “AVONS ‘TddV3INK) SIO0IM TddV¥3NK ‘SONOWTY {aluInsiv1W
;WwniGos “NNOD0D GaLVvaIISI0) SI 4NNO309 (3s0u1X30 ‘S3,1¥) $303k) V0 {unoy
pW 01x00 wd INS ‘S100 d¥) s1oand¥ G3 ‘0 YaMOHNTS ‘SNISIVU) SNIST¥Y “SINJIOSON| ~

YApY SIO (AC %49) UONT CAC 940) WNIT) a%0) CUA

AC Yip ‘SJeANS PAPPW OC yout) SIT suedng [210
Z saghd (AC 949) 321 SHED POL AG 140) ‘SWOT, WUMEpO”
S200) Bora sual (AC*O) 32 kA
So Ra ROL 07l SOLIOJED “2s 12d un0w 7
IG “AIAG SBUI AIS 6 Suiaes $JIP4 UO dl

Gg) dma gif RASS

WeOhoRsas

Nut

 
"
106.jpeg,"é aH IAWSIy4 RAN BP L
cl eRe

—— UT E05 Be
“> Late
| eihetaledeetes ITT

QA 10u 2). ely eT

LOB
Be

AQS \ >| RTS PUTT e
tN ETT rie :

ST Tele eR ST 2

WO) Niet be

To ede ined OO ee VET Tata ats * be

SILTY tT opt nN rade,

SUITES TT VDO mS aT ¥ mites,

Vamenta Bot x0g Od

libinaic entre one cin UC trata

ae MES UB Se Ei
i saamchao>=-nonaaa Tene Ne
: LIT BEY Bho BUT L-ee ltr on
Ay Gb bec.

ELV ists SNIVINOD

Wdd3d ALIHM Bye,

EEUU ese Le Eee

iol ener RPE SS PEL) OOM alas

TNS SS erin POE SII SOMO a
INYD I

JINVDYO ‘SINIIGIYONI
: Oy AS eke) Oe
BN) OCP ESR ELLY

TDL pe vou

‘2, yelp Aitep & 0} sajnquyuoo poo}
re SOLOed 000'2 ‘YIP Alt
i ecu eae B YON MOY NOK sya (Nd) BnIen AED % SUL
40 Bul | qual

BESS eluale
ies! yo ee RTT

       
         

%mOEZ BOWLEZ | %OZL GowgEL

%Gv BoOWDIy | %02 GHowndz
%0 Bwogg|%9  Bwo9z
%Gl  Bwy'z | %9 Bw’ |

sieBng ye}0\

OO

4aqi4 Auejaiq
“Qaed 12}0)

SS nen

winipog
____Toraysaj0y9
ee ane

 

 

 
"
2.jpeg,"FEZ~LOO HOS:

      

     

meh Brel Kah
%9b Sw1e| %g Hw,
%BL Ouse %L% 5.13 aa
Se

ssn YITM YPN} UT 9p
GNVES HONOR) V

8289-6000 LA NOLONTTUNA OS 5
‘ON! SCVINSNOH S.AWUSI' NSE | é

Setting ue ene Bey
‘TTIW ‘994 SNIVINOD WES 649
“YvONS LHAANI | 2A 2

‘WO NV38A0S ‘Va0S ONINVE 0) ph

SOVHLXa VTIINWA ‘WND
YN ‘NYNSA9VHHV) ‘Lvs L¢
=u anv ‘NIALIO souleyuoo
UM), ‘W4d3Ling ‘WII |
a, yi yo009 “WO LANO909 ‘HNO14 (Bgel) dnd gf aa ™
My, “dh, a W S104 993 alas iu nl
hy line <i Uf Ww M ‘(HALV. . At s
oe A919) Hons GND IN| —SS
' : Di JAaHONI .

          

 

  

 

   

 

       

 

    

 

           

   

       

 

 

      

    

mis.

  

     
"
45.jpeg," 

NA

/ Ww ——  SNUlally i Perera hn
Total Fat Tg 05 1 , Sel i Ely e) th wy Ala orton ti 0p at celnat

Saturated So Mind aac Wares be bee) R84 am
t 0 and Ta alee :
Tans turated Fat 2 Ommunit ana

Kind| y to mak
y € the wo
Vonounsaturated Fat 6 ae ile

0 ubet ry :
holestero! Om 0% K| Zky,
“od 0 ay mol tet & xe \

  
 
  

: ae
en ee ne yee 2 :
Total Sugars 69 rE BE Bil be
mcludes 6g Added Sugars 12% & almonds He | is
Spar AconolOg. gat Alcohol Og GY  —_——

Protein 40 ? eS
VianinDOmcg 0% © Calcium 32ma 2% ‘i ‘ ,
mingi0% © potassium 195mg 4% ya '

ee |
*he'Daly Value tells you how much a nutrient in ¥
ssening of food contributes to a daily diet. 2,000 Ne

 

nares @ day is used for general nutrition advice.

INGREDIENTS: Cashews, almonds, semi-sweet ~
chocolate (unsweetened chocolate, sugar, cocoa

butter, soy lecithin, vanilla extract), cane sugar, y vanilla
quinoa, brown rice syrup, vanilla extract, natural | CaN

a r ‘ A
She Vitamin E (mixed tocopherols for

a Dern een elckeccucaen PUTAS
IN ;
a Pen mae el

a
SRLS
we met by KIND LLC

ON dtown Station NY, N
ea

Va Oh Prt aids aso
With alg PUNE

     

az

Mi

 

Mag

’
"
79.jpeg," 

     

              
           

aa

- A AIVANOD |
‘IVMM “SHIVLNOSY,

   

oo ue ane

       

wr 708 ‘LNNVad :
HOUVISNUOD ‘NIHLKIT A0S (YO0S ONDIVG ‘SIWHASOHd WEYTVO) ONINGVATT G/THAS NOD SSOLONUY HOIH ‘IVS “110 WT¥d
@ ‘n (INY NVAGAOS ‘SINNYSd GESYOU (alow 27704 12 NINWLIA? NIAW HOE

1 ENONS “WO VIONVD H0/
1 eran ANNO SNL NOEL CHONG ""NOOWIN ""U0 IVGHN) WO CHORIN CHHOWETENN *SULNSICSRIOAT

.
A
~~

v a
s

A VW

, dnos6

LELE6&H

       

=

 

oe =

    

ee
ae

   

4

PieioT VC SCE) eis

Pee
er
"
80.jpeg," 

; ee bs

A v gQVaATNACNA NAYCTIHD YOs s1aviins aa oc —
Sy aWONEAUSHLO YO WALS “TIRHS ‘tld NAOOS TVS - duveyg oOAORD SRINETTS CC EEE El
Jyieswnl (15 SINAAN SLON JUL YSHLO ‘SLANVAd HLIM LNaWdl GSENRS NO Ganve
7.6 07006 V2 ‘3UaWWO) eSHIVNS AUNIN3D -Ad GIINAONE SSS ee lt

\EWIWNS AUMINAD 720
‘NOS SWIIW ‘SNOWY ‘SLONV3d :SNIVINOD sate""

HNO OW) SONOWI G2iSvou QM VanvNay) ‘[Syv1 2518 ‘JVTLINI INV Ov dat
, SAO yOIOD WISI (0109) 3AXOId WAINVLIL [Y5ISIS IAW) NIHLIDIT AOS WND ae ey
WN TAQK Oa WOgTSY ESA CRIYNADOUGAH UVONS) SNOLINS AdLVTOIOHD 'SNISIVE rts.

SON
AAAS UA Qy ON IAMO J leVLa53N°s IANW3d) SLANW3d (ALIS G31 S¥04 SSINFIGIYON/ PT
NEW) 2) 0} VON Dae ZE) Neer Gay ‘ — A

waid
a ad

et oc ~€qvEW
—_ — 921S buInsas

-
"
